Nome Jogador,Valor Mercado,ID_Jogador,País de Origem,Posição,Numero_da_Camisa,Data_de_Nascimento,Altura,Pe,No_time_desde,Identifier,Camp,Ano,Time
Bissoli,600 mil €,553458,Brasil,            Centroavante,17,09/01/1998 (22),"1,74m",direito,01/01/2021,BRA1_2022,BRA1,2022,Athletico Paranaense
Daniel Cruz,-,880349,Brasil,            Centroavante,-,01/03/2001 (19),"1,83m",direito,,BRA1_2022,BRA1,2022,Athletico Paranaense
Julimar,-,593205,Brasil,            Centroavante,29,25/01/2001 (19),"1,88m",direito,01/01/2024,BRA1_2022,BRA1,2022,Athletico Paranaense
Rômulo,-,957874,Brasil,            Centroavante,35,08/02/2002 (18),"1,93m",direito,01/01/2022,BRA1_2022,BRA1,2022,Athletico Paranaense
Vitor Roque,-,943837,Brasil,            Centroavante,39,28/02/2005 (15),"1,74m",direito,11/04/2022,BRA1_2022,BRA1,2022,Athletico Paranaense
Emersonn,-,743599,Brasil,            Centroavante,90,16/07/2004 (16),"1,86m",direito,01/04/2024,BRA1_2022,BRA1,2022,Athletico Paranaense
Bento,"1,00 mi. €",691906,Brasil,            Goleiro,1,10/06/1999 (22),"1,90m",direito,01/03/2021,BRA1_2023,BRA1,2023,Athletico Paranaense
Gabriel Pereira,50 mil €,627213,Brasil,            Goleiro,43,02/07/2002 (19),"1,95m",direito,01/01/2023,BRA1_2023,BRA1,2023,Athletico Paranaense
Léo Linck,-,742034,Brasil,            Goleiro,-,03/03/2001 (20),"1,94m",direito,01/01/2023,BRA1_2023,BRA1,2023,Athletico Paranaense
Mycael,-,743586,Brasil,            Goleiro,41,12/03/2004 (17),"1,91m",esquerdo,01/01/2023,BRA1_2023,BRA1,2023,Athletico Paranaense
Pedro Henrique,"3,00 mi. €",329720,Brasil,            Zagueiro,34,02/10/1995 (26),"1,88m",direito,20/07/2020,BRA1_2023,BRA1,2023,Athletico Paranaense
Zé Ivaldo,"2,50 mi. €",484848,Brasil,            Zagueiro,3,21/02/1997 (24),"1,85m",direito,01/01/2017,BRA1_2023,BRA1,2023,Athletico Paranaense
Cacá,"1,80 mi. €",603122,Brasil,            Zagueiro,25,25/04/1999 (22),"1,87m",direito,21/07/2023,BRA1_2023,BRA1,2023,Athletico Paranaense
Thiago Heleno,"1,60 mi. €",45431,Brasil,            Zagueiro,44,17/09/1988 (33),"1,87m",direito,20/01/2017,BRA1_2023,BRA1,2023,Athletico Paranaense
Kaique Rocha,"1,00 mi. €",633377,Brasil,            Zagueiro,4,28/02/2001 (20),"1,95m",direito,20/01/2023,BRA1_2023,BRA1,2023,Athletico Paranaense
Matheus Felipe,350 mil €,882916,Brasil,            Zagueiro,42,09/11/1998 (23),"1,86m",direito,01/01/2022,BRA1_2023,BRA1,2023,Athletico Paranaense
Marcos André,-,1196689,Brasil,            Zagueiro,46,23/06/2006 (15),"1,95m", ,,BRA1_2023,BRA1,2023,Athletico Paranaense
Lucas Belezi,-,668230,Brasil,            Zagueiro,45,08/05/2003 (18),"1,86m",direito,01/01/2024,BRA1_2023,BRA1,2023,Athletico Paranaense
Pedro Henrique,250 mil €,858712,Brasil,            Lateral Esq.,48,11/07/2002 (19),"1,77m",esquerdo,10/09/2021,BRA1_2023,BRA1,2023,Athletico Paranaense
Lucas Esquivel,175 mil €,829969,Argentina,            Lateral Esq.,37,14/10/2001 (20),"1,83m",esquerdo,03/07/2023,BRA1_2023,BRA1,2023,Athletico Paranaense
Léo Derik,-,1052819,Brasil,            Lateral Esq.,61,24/07/2005 (16),"1,66m",esquerdo,,BRA1_2023,BRA1,2023,Athletico Paranaense
Zanella,-,1091914,Brasil,            Lateral Esq.,97,10/09/2004 (17),"1,78m",esquerdo,,BRA1_2023,BRA1,2023,Athletico Paranaense
Fernando,-,731057,Brasil,            Lateral Esq.,6,14/09/1999 (22),"1,81m",esquerdo,16/01/2023,BRA1_2023,BRA1,2023,Athletico Paranaense
Vinicius Kauê,-,658676,Brasil,            Lateral Esq.,21,01/03/2003 (18),"1,81m",esquerdo,01/08/2023,BRA1_2023,BRA1,2023,Athletico Paranaense
Khellven,"4,70 mi. €",653348,Brasil,            Lateral Dir.,2,25/02/2001 (20),"1,76m",direito,05/08/2019,BRA1_2023,BRA1,2023,Athletico Paranaense
Bruno Peres,"2,50 mi. €",148751,Brasil,            Lateral Dir.,33,01/03/1990 (31),"1,78m",direito,25/08/2023,BRA1_2023,BRA1,2023,Athletico Paranaense
Madson,800 mil €,177845,Brasil,            Lateral Dir.,22,13/01/1992 (29),"1,82m",direito,01/01/2023,BRA1_2023,BRA1,2023,Athletico Paranaense
Léo Ataíde,-,743830,Brasil,            Lateral Dir.,60,19/01/2004 (17),"1,75m",direito,,BRA1_2023,BRA1,2023,Athletico Paranaense
Fernandinho,"2,00 mi. €",26267,Brasil,            Volante,5,04/05/1985 (36),"1,79m",direito,18/07/2022,BRA1_2023,BRA1,2023,Athletico Paranaense
Erick,"2,00 mi. €",633212,Brasil,            Volante,26,14/11/1997 (24),"1,76m",direito,01/01/2019,BRA1_2023,BRA1,2023,Athletico Paranaense
Hugo Moura,"1,00 mi. €",644157,Brasil,            Volante,17,03/01/1998 (23),"1,77m",direito,18/07/2022,BRA1_2023,BRA1,2023,Athletico Paranaense
João Vitor,-,1056019,Brasil,            Volante,58,23/02/2004 (17),"1,86m",direito,,BRA1_2023,BRA1,2023,Athletico Paranaense
Christian,"5,50 mi. €",658678,Brasil,            Meia Central,88,19/12/2000 (21),"1,78m",direito,01/09/2019,BRA1_2023,BRA1,2023,Athletico Paranaense
Arturo Vidal,"2,50 mi. €",37666,Chile,            Meia Central,23,22/05/1987 (34),"1,80m",direito,14/07/2023,BRA1_2023,BRA1,2023,Athletico Paranaense
Léo Cittadini,"2,00 mi. €",187210,Brasil,            Meia Central,18,27/02/1994 (27),"1,79m",esquerdo,14/01/2019,BRA1_2023,BRA1,2023,Athletico Paranaense
Alex Santana,"1,80 mi. €",219835,Brasil,            Meia Central,80,13/05/1995 (26),"1,82m",direito,29/07/2022,BRA1_2023,BRA1,2023,Athletico Paranaense
Bryan García,500 mil €,739496,Equador,            Meia Central,30,18/01/2001 (20),"1,75m",direito,08/02/2022,BRA1_2023,BRA1,2023,Athletico Paranaense
Murilo Sousa,-,1094386,Brasil,            Meia Central,-,24/01/2005 (16),"1,77m",ambidestro,,BRA1_2023,BRA1,2023,Athletico Paranaense
João Cruz,-,1004738,Brasil,            Meia Central,57,12/05/2006 (15),"1,72m",direito,01/04/2024,BRA1_2023,BRA1,2023,Athletico Paranaense
David Terans,"4,00 mi. €",261309,Uruguai,            Meia Ofensivo,10,11/08/1994 (27),"1,76m",esquerdo,22/05/2021,BRA1_2023,BRA1,2023,Athletico Paranaense
Vitor Bueno,"1,30 mi. €",390368,Brasil,            Meia Ofensivo,8,05/09/1994 (27),"1,83m",direito,09/02/2022,BRA1_2023,BRA1,2023,Athletico Paranaense
Bruno Zapelli,400 mil €,711600,Argentina,            Meia Ofensivo,-,16/05/2002 (19),"1,83m",direito,21/07/2023,BRA1_2023,BRA1,2023,Athletico Paranaense
Dudu,-,1004728,Brasil,            Meia Ofensivo,53,01/01/2006 (15),"1,77m",esquerdo,,BRA1_2023,BRA1,2023,Athletico Paranaense
Chiqueti,-,1094387,Brasil,            Meia Ofensivo,54,02/09/2005 (16),"1,76m",ambidestro,,BRA1_2023,BRA1,2023,Athletico Paranaense
Danielzinho,-,1084186,Brasil,            Meia Ofensivo,87,28/06/2002 (19),"1,69m",direito,01/10/2023,BRA1_2023,BRA1,2023,Athletico Paranaense
Vitinho,"5,00 mi. €",670965,Brasil,            Ponta Esquerda,-,01/04/1999 (22),"1,80m",direito,01/04/2022,BRA1_2023,BRA1,2023,Athletico Paranaense
Thiago Andrade,"2,50 mi. €",694606,Brasil,            Ponta Esquerda,19,31/10/2000 (21),"1,79m",direito,03/04/2023,BRA1_2023,BRA1,2023,Athletico Paranaense
Agustín Canobbio,"1,20 mi. €",457533,Uruguai,            Ponta Esquerda,14,01/10/1998 (23),"1,75m",direito,30/03/2022,BRA1_2023,BRA1,2023,Athletico Paranaense
Tomás Cuello,"1,20 mi. €",503052,Argentina,            Ponta Esquerda,28,05/03/2000 (21),"1,76m",direito,23/02/2022,BRA1_2023,BRA1,2023,Athletico Paranaense
Jajá,350 mil €,739477,Brasil,            Ponta Esquerda,-,15/04/2001 (20),"1,77m",direito,,BRA1_2023,BRA1,2023,Athletico Paranaense
Marcelo Cirino,"1,20 mi. €",114514,Brasil,            Ponta Direita,7,22/01/1992 (29),"1,82m",direito,21/03/2022,BRA1_2023,BRA1,2023,Athletico Paranaense
Reinaldo,750 mil €,646256,Brasil,            Ponta Direita,20,06/06/2001 (20),"1,77m",direito,,BRA1_2023,BRA1,2023,Athletico Paranaense
Willian Bigode,"1,00 mi. €",55338,Brasil,            Seg. Atacante,11,19/11/1986 (35),"1,71m",direito,20/03/2023,BRA1_2023,BRA1,2023,Athletico Paranaense
Pablo,"1,20 mi. €",148765,Brasil,            Centroavante,92,23/06/1992 (29),"1,85m",direito,09/02/2022,BRA1_2023,BRA1,2023,Athletico Paranaense
Vitor Roque,300 mil €,943837,Brasil,            Centroavante,9,28/02/2005 (16),"1,74m",direito,11/04/2022,BRA1_2023,BRA1,2023,Athletico Paranaense
Luciano Arriagada,300 mil €,737965,Chile,            Centroavante,32,30/04/2002 (19),"1,84m",direito,02/01/2023,BRA1_2023,BRA1,2023,Athletico Paranaense
Rômulo,-,957874,Brasil,            Centroavante,35,08/02/2002 (19),"1,93m",direito,01/01/2022,BRA1_2023,BRA1,2023,Athletico Paranaense
Julimar,-,593205,Brasil,            Centroavante,78,25/01/2001 (20),"1,88m",direito,01/01/2024,BRA1_2023,BRA1,2023,Athletico Paranaense
Emersonn,-,743599,Brasil,            Centroavante,90,16/07/2004 (17),"1,86m",direito,01/04/2024,BRA1_2023,BRA1,2023,Athletico Paranaense
Renan,900 mil €,68102,Brasil,            Goleiro,12,18/05/1989 (31),"1,90m",direito,21/01/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Luan Polli,400 mil €,273250,Brasil,            Goleiro,1,06/04/1993 (27),"1,89m",direito,31/07/2021,BRA1_2022,BRA1,2022,Atlético Goianiense
Ronaldo,50 mil €,387925,Brasil,            Goleiro,-,22/08/1996 (24),"1,94m",direito,19/01/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Diego Loureiro,50 mil €,503218,Brasil,            Goleiro,-,28/07/1998 (22),"1,90m",direito,15/08/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Pedro Paulo,-,914027,Brasil,            Goleiro,-,28/06/1998 (22),"1,91m",direito,15/08/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Léo,-,1042363,Brasil,            Goleiro,-,05/05/2002 (18),"1,87m",direito,,BRA1_2022,BRA1,2022,Atlético Goianiense
Lucas,-,980979,Brasil,            Defensores,-,24/05/2003 (17),-, ,,BRA1_2022,BRA1,2022,Atlético Goianiense
Édson,900 mil €,103146,Brasil,            Zagueiro,4,01/07/1991 (29),"1,83m",direito,01/01/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Ramon Menezes,800 mil €,371025,Brasil,            Zagueiro,-,03/05/1995 (25),"1,86m",direito,08/02/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
William Klaus,500 mil €,484599,Brasil,            Zagueiro,-,11/01/1994 (26),"1,87m",direito,28/07/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Wanderson,400 mil €,316067,Brasil,            Zagueiro,3,07/02/1991 (29),"1,86m",direito,21/01/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Camutanga,-,607817,Brasil,            Zagueiro,-,27/09/1993 (27),"1,89m",direito,18/07/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Michel Custódio,-,677679,Brasil,            Zagueiro,-,06/01/2001 (19),"1,91m",direito,01/01/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Gazal,-,863073,Brasil,            Zagueiro,-,06/08/1999 (21),"1,87m",direito,22/07/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Gabriel Ribeiro,-,978212,Brasil,            Zagueiro,-,19/03/2004 (16),-, ,,BRA1_2022,BRA1,2022,Atlético Goianiense
Gabriel Noga,-,627215,Brasil,            Zagueiro,14,25/01/2002 (18),"1,83m",direito,04/04/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Jefferson,800 mil €,435211,Brasil,            Lateral Esq.,-,03/01/1997 (23),"1,76m",esquerdo,22/09/2021,BRA1_2022,BRA1,2022,Atlético Goianiense
Arthur Henrique,475 mil €,349737,Brasil,            Lateral Esq.,6,17/05/1994 (26),"1,76m",esquerdo,01/01/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Jonathan,-,980980,Brasil,            Lateral Esq.,-,26/10/2002 (18),-,esquerdo,,BRA1_2022,BRA1,2022,Atlético Goianiense
Dudu,550 mil €,476362,Brasil,            Lateral Dir.,2,30/05/1997 (23),"1,75m",direito,12/03/2021,BRA1_2022,BRA1,2022,Atlético Goianiense
Hayner,200 mil €,389942,Brasil,            Lateral Dir.,13,02/10/1995 (25),"1,78m",direito,08/03/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Luan Sales,-,692671,Brasil,            Lateral Dir.,-,23/05/2001 (19),"1,76m",direito,,BRA1_2022,BRA1,2022,Atlético Goianiense
Renan Silva,-,980968,Brasil,            Lateral Dir.,-,11/01/2004 (16),"1,82m",direito,,BRA1_2022,BRA1,2022,Atlético Goianiense
Marlon Freitas,750 mil €,364972,Brasil,            Volante,8,27/03/1995 (25),"1,85m",direito,01/01/2020,BRA1_2022,BRA1,2022,Atlético Goianiense
Willian Maranhão,500 mil €,538107,Brasil,            Volante,-,14/12/1995 (25),"1,79m",esquerdo,08/01/2025,BRA1_2022,BRA1,2022,Atlético Goianiense
Edson Fernando,50 mil €,686332,Brasil,            Volante,16,24/04/1998 (22),"1,78m",direito,12/04/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Rickson,50 mil €,529609,Brasil,            Volante,17,04/03/1998 (22),"1,80m",direito,29/08/2021,BRA1_2022,BRA1,2022,Atlético Goianiense
Rhaldney,-,638269,Brasil,            Volante,-,20/11/1998 (22),"1,84m",direito,19/07/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Lucas Lima,-,688310,Brasil,            Volante,-,04/07/2000 (20),"1,80m",direito,12/04/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Thiago Medeiros,-,980981,Brasil,            Volante,-,07/01/2004 (16),"1,76m",direito,,BRA1_2022,BRA1,2022,Atlético Goianiense
Baralhas,-,552242,Brasil,            Volante,5,10/10/1998 (22),"1,78m",direito,18/07/2023,BRA1_2022,BRA1,2022,Atlético Goianiense
Isaac,-,965613,Brasil,            Volante,27,21/03/2004 (16),"1,83m",direito,,BRA1_2022,BRA1,2022,Atlético Goianiense
Ramon,50 mil €,312684,Brasil,            Meia Central,18,19/05/1997 (23),"1,73m",esquerdo,24/01/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Lucas Fernandes,"2,00 mi. €",430761,Brasil,            Meia Ofensivo,-,20/09/1997 (23),"1,75m",direito,,BRA1_2022,BRA1,2022,Atlético Goianiense
Jorginho,800 mil €,155470,Brasil,            Meia Ofensivo,10,05/01/1991 (29),"1,80m",direito,26/07/2024,BRA1_2022,BRA1,2022,Atlético Goianiense
Shaylon,400 mil €,480274,Brasil,            Meia Ofensivo,7,27/04/1997 (23),"1,78m",esquerdo,28/01/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Peglow,"2,00 mi. €",627227,Brasil,            Ponta Esquerda,-,07/01/2002 (18),"1,72m",direito,22/07/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Luiz Fernando,800 mil €,372013,Brasil,            Ponta Esquerda,11,16/10/1996 (24),"1,78m",direito,12/04/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Luis Phelipe,500 mil €,673830,Brasil,            Ponta Esquerda,28,12/02/2001 (19),"1,78m",direito,18/02/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Airton,-,696604,Brasil,            Ponta Esquerda,-,02/02/1999 (21),"1,78m",direito,16/02/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Léo Pereira,-,726472,Brasil,            Ponta Esquerda,-,29/06/2000 (20),"1,72m",direito,21/01/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Leandro Barcia,750 mil €,322059,Uruguai,            Ponta Direita,19,08/10/1992 (28),"1,73m",direito,24/01/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Wellington Rato,-,542483,Brasil,            Ponta Direita,-,18/06/1992 (28),"1,72m",esquerdo,05/10/2020,BRA1_2022,BRA1,2022,Atlético Goianiense
Kelvin,-,638722,Brasil,            Ponta Direita,-,18/08/1997 (23),"1,74m",direito,19/07/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Samuel,-,981161,Brasil,            Ponta Direita,20,27/02/2004 (16),"1,75m",direito,,BRA1_2022,BRA1,2022,Atlético Goianiense
Jean Carlos,-,965636,Brasil,            Ponta Direita,31,13/11/2002 (18),"1,78m",direito,,BRA1_2022,BRA1,2022,Atlético Goianiense
Diego Churín,750 mil €,68747,Argentina,            Centroavante,9,01/12/1989 (31),"1,87m",ambidestro,07/04/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Brian Montenegro,600 mil €,198143,Paraguai,            Centroavante,22,10/06/1993 (27),"1,81m",esquerdo,13/08/2021,BRA1_2022,BRA1,2022,Atlético Goianiense
Dellatorre,550 mil €,184604,Brasil,            Centroavante,-,01/05/1992 (28),"1,81m",direito,19/01/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Ricardinho,-,868887,Brasil,            Centroavante,-,23/04/2001 (19),"1,81m",direito,19/07/2022,BRA1_2022,BRA1,2022,Atlético Goianiense
Daniel Lima,-,965614,Brasil,            Centroavante,-,06/12/2004 (16),"1,86m",direito,01/01/2023,BRA1_2022,BRA1,2022,Atlético Goianiense
Dagoberto,-,1008161,Brasil,            Atacante,-,10/02/2004 (16),-, ,,BRA1_2022,BRA1,2022,Atlético Goianiense
Everson,"1,20 mi. €",106032,Brasil,            Goleiro,22,22/07/1990 (30),"1,92m",direito,11/09/2020,BRA1_2022,BRA1,2022,Atlético Mineiro
Rafael,900 mil €,68097,Brasil,            Goleiro,32,23/06/1989 (31),"1,92m",esquerdo,04/03/2020,BRA1_2022,BRA1,2022,Atlético Mineiro
Matheus Mendes,50 mil €,629077,Brasil,            Goleiro,31,10/03/1999 (21),"1,93m",direito,26/01/2020,BRA1_2022,BRA1,2022,Atlético Mineiro
Gabriel Delfim,-,978121,Brasil,            Goleiro,1,10/07/2002 (18),"1,89m",esquerdo,01/01/2023,BRA1_2022,BRA1,2022,Atlético Mineiro
Jemerson,"4,00 mi. €",258254,Brasil,            Zagueiro,-,24/08/1992 (28),"1,84m",direito,18/07/2022,BRA1_2022,BRA1,2022,Atlético Mineiro
Júnior Alonso,"3,00 mi. €",273000,Paraguai,            Zagueiro,3,09/02/1993 (27),"1,85m",esquerdo,10/07/2024,BRA1_2022,BRA1,2022,Atlético Mineiro
Diego Godín,"2,50 mi. €",54928,Uruguai,            Zagueiro,14,16/02/1986 (34),"1,87m",direito,12/01/2022,BRA1_2022,BRA1,2022,Atlético Mineiro
Igor Rabello,"2,50 mi. €",341701,Brasil,            Zagueiro,16,28/04/1995 (25),"1,90m",direito,01/01/2019,BRA1_2022,BRA1,2022,Atlético Mineiro
Réver,"1,00 mi. €",72489,Brasil,            Zagueiro,4,04/01/1985 (35),"1,92m",direito,01/01/2019,BRA1_2022,BRA1,2022,Atlético Mineiro
Nathan Silva,400 mil €,440652,Brasil,            Zagueiro,40,06/05/1997 (23),"1,83m",direito,,BRA1_2022,BRA1,2022,Atlético Mineiro
Vitor Mendes,50 mil €,686333,Brasil,            Zagueiro,34,13/02/1999 (21),"1,86m",direito,01/01/2020,BRA1_2022,BRA1,2022,Atlético Mineiro
Hiago,-,412364,Brasil,            Zagueiro,-,04/03/2000 (20),"1,88m",direito,,BRA1_2022,BRA1,2022,Atlético Mineiro
Micael,-,867847,Brasil,            Zagueiro,45,12/08/2000 (20),"1,83m",esquerdo,01/03/2021,BRA1_2022,BRA1,2022,Atlético Mineiro
Guilherme Arana,"5,00 mi. €",346766,Brasil,            Lateral Esq.,13,14/04/1997 (23),"1,76m",esquerdo,01/07/2021,BRA1_2022,BRA1,2022,Atlético Mineiro
Dodô,500 mil €,109038,Brasil,            Lateral Esq.,6,06/02/1992 (28),"1,78m",esquerdo,05/02/2021,BRA1_2022,BRA1,2022,Atlético Mineiro
Rubens,-,843397,Brasil,            Lateral Esq.,44,21/06/2001 (19),"1,78m",esquerdo,01/01/2022,BRA1_2022,BRA1,2022,Atlético Mineiro
Guga,"5,00 mi. €",592344,Brasil,            Lateral Dir.,2,29/08/1998 (22),"1,73m",direito,01/01/2019,BRA1_2022,BRA1,2022,Atlético Mineiro
Mariano,"1,00 mi. €",54155,Brasil,            Lateral Dir.,25,23/06/1986 (34),"1,77m",direito,31/07/2020,BRA1_2022,BRA1,2022,Atlético Mineiro
Carlos Daniel,-,818841,Brasil,            Lateral Dir.,21,23/01/2002 (18),"1,76m",direito,,BRA1_2022,BRA1,2022,Atlético Mineiro
Otávio,"7,00 mi. €",312314,Brasil,            Volante,5,04/05/1994 (26),"1,73m",direito,01/07/2022,BRA1_2022,BRA1,2022,Atlético Mineiro
Allan,"2,50 mi. €",385271,Brasil,            Volante,29,03/03/1997 (23),"1,72m",esquerdo,01/01/2020,BRA1_2022,BRA1,2022,Atlético Mineiro
Jair,"2,00 mi. €",239294,Brasil,            Volante,8,26/08/1994 (26),"1,78m",direito,01/01/2019,BRA1_2022,BRA1,2022,Atlético Mineiro
Neto,50 mil €,627231,Brasil,            Volante,41,11/09/2002 (18),"1,78m",direito,,BRA1_2022,BRA1,2022,Atlético Mineiro
Tchê Tchê,"4,50 mi. €",364261,Brasil,            Meia Central,37,30/08/1992 (28),"1,75m",ambidestro,05/04/2021,BRA1_2022,BRA1,2022,Atlético Mineiro
Guilherme Castilho,-,726005,Brasil,            Meia Central,23,19/09/1999 (21),"1,80m",direito,01/03/2021,BRA1_2022,BRA1,2022,Atlético Mineiro
Matías Zaracho,"15,50 mi. €",480774,Argentina,            Meia Ofensivo,15,10/03/1998 (22),"1,71m",direito,21/10/2020,BRA1_2022,BRA1,2022,Atlético Mineiro
Nacho Fernández,"6,50 mi. €",50669,Argentina,            Meia Ofensivo,26,12/01/1990 (30),"1,82m",esquerdo,01/03/2021,BRA1_2022,BRA1,2022,Atlético Mineiro
Jefferson Savarino,"2,00 mi. €",309193,Venezuela,            Meia Ofensivo,17,11/11/1996 (24),"1,68m",direito,07/02/2020,BRA1_2022,BRA1,2022,Atlético Mineiro
Yan Phillipe,-,1075604,Brasil,            Meia Ofensivo,-,17/05/2004 (16),"1,76m",direito,,BRA1_2022,BRA1,2022,Atlético Mineiro
Calebe,-,798114,Brasil,            Meia Ofensivo,27,30/04/2000 (20),"1,73m",esquerdo,30/06/2021,BRA1_2022,BRA1,2022,Atlético Mineiro
Keno,"3,20 mi. €",346065,Brasil,            Ponta Esquerda,11,10/09/1989 (31),"1,74m",direito,01/07/2020,BRA1_2022,BRA1,2022,Atlético Mineiro
Dylan Borrero,900 mil €,662453,Colômbia,            Ponta Esquerda,30,05/01/2002 (18),"1,79m",direito,09/01/2020,BRA1_2022,BRA1,2022,Atlético Mineiro
Echaporã,-,688896,Brasil,            Ponta Esquerda,48,17/02/2000 (20),"1,69m",direito,14/01/2022,BRA1_2022,BRA1,2022,Atlético Mineiro
Pedrinho,"17,00 mi. €",515208,Brasil,            Ponta Direita,-,13/04/1998 (22),"1,72m",esquerdo,18/07/2022,BRA1_2022,BRA1,2022,Atlético Mineiro
Cristian Pavón,"15,00 mi. €",373170,Argentina,            Ponta Direita,-,21/01/1996 (24),"1,74m",direito,18/07/2022,BRA1_2022,BRA1,2022,Atlético Mineiro
